,CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd
0,1,M,M015,P.S. 015 Roberto Clemente,0K,GEN ED,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
1,1,M,M015,P.S. 015 Roberto Clemente,0K,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,01
2,1,M,M015,P.S. 015 Roberto Clemente,01,GEN ED,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,01
3,1,M,M015,P.S. 015 Roberto Clemente,01,CTT,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,01
4,1,M,M015,P.S. 015 Roberto Clemente,02,GEN ED,-,-,-,15.0,1.0,15.0,15.0,15.0,ATS,,01
5,1,M,M015,P.S. 015 Roberto Clemente,02,CTT,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,01
6,1,M,M015,P.S. 015 Roberto Clemente,03,GEN ED,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,,01
7,1,M,M015,P.S. 015 Roberto Clemente,03,CTT,-,-,-,15.0,1.0,15.0,15.0,15.0,ATS,,01
8,1,M,M015,P.S. 015 Roberto Clemente,04,GEN ED,-,-,-,26.0,2.0,13.0,12.0,14.0,ATS,,01
9,1,M,M015,P.S. 015 Roberto Clemente,05,GEN ED,-,-,-,27.0,1.0,27.0,27.0,27.0,ATS,,01
10,1,M,M015,P.S. 015 Roberto Clemente,0K-09,SPEC ED,-,-,12:1:1,9.0,1.0,9.0,9.0,9.0,ATS,,01
11,1,M,M015,P.S. 015 Roberto Clemente,,,,,,,,,,,,8.4,01
12,1,M,M019,P.S. 019 Asher Levy,0K,GEN ED,-,-,-,39.0,2.0,19.5,18.0,21.0,ATS,,01
13,1,M,M019,P.S. 019 Asher Levy,0K,CTT,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,,01
14,1,M,M019,P.S. 019 Asher Levy,01,GEN ED,-,-,-,39.0,2.0,19.5,19.0,20.0,ATS,,01
15,1,M,M019,P.S. 019 Asher Levy,01,CTT,-,-,-,13.0,1.0,13.0,13.0,13.0,ATS,,01
16,1,M,M019,P.S. 019 Asher Levy,02,GEN ED,-,-,-,46.0,2.0,23.0,22.0,24.0,ATS,,01
17,1,M,M019,P.S. 019 Asher Levy,03,GEN ED,-,-,-,35.0,2.0,17.5,17.0,18.0,ATS,,01
18,1,M,M019,P.S. 019 Asher Levy,04,GEN ED,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
19,1,M,M019,P.S. 019 Asher Levy,04,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,01
20,1,M,M019,P.S. 019 Asher Levy,05,GEN ED,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
21,1,M,M019,P.S. 019 Asher Levy,05,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,01
22,1,M,M019,P.S. 019 Asher Levy,0K-09,SPEC ED,-,-,12:1,7.0,1.0,7.0,7.0,7.0,ATS,,01
23,1,M,M019,P.S. 019 Asher Levy,0K-09,SPEC ED,-,-,12:1:1,11.0,1.0,11.0,11.0,11.0,ATS,,01
24,1,M,M019,P.S. 019 Asher Levy,,,,,,,,,,,,10.0,01
25,1,M,M020,P.S. 020 Anna Silver,0K,GEN ED,-,-,-,89.0,4.0,22.3,20.0,23.0,ATS,,01
26,1,M,M020,P.S. 020 Anna Silver,0K,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
27,1,M,M020,P.S. 020 Anna Silver,01,GEN ED,-,-,-,69.0,3.0,23.0,22.0,24.0,ATS,,01
28,1,M,M020,P.S. 020 Anna Silver,01,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,01
29,1,M,M020,P.S. 020 Anna Silver,02,GEN ED,-,-,-,55.0,3.0,18.3,16.0,21.0,ATS,,01
30,1,M,M020,P.S. 020 Anna Silver,02,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
31,1,M,M020,P.S. 020 Anna Silver,03,GEN ED,-,-,-,57.0,3.0,19.0,17.0,20.0,ATS,,01
32,1,M,M020,P.S. 020 Anna Silver,03,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
33,1,M,M020,P.S. 020 Anna Silver,04,GEN ED,-,-,-,70.0,3.0,23.3,23.0,24.0,ATS,,01
34,1,M,M020,P.S. 020 Anna Silver,04,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,01
35,1,M,M020,P.S. 020 Anna Silver,05,GEN ED,-,-,-,57.0,2.0,28.5,28.0,29.0,ATS,,01
36,1,M,M020,P.S. 020 Anna Silver,05,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,01
37,1,M,M020,P.S. 020 Anna Silver,0K-09,SPEC ED,-,-,12:1:1,34.0,3.0,11.3,11.0,12.0,ATS,,01
38,1,M,M020,P.S. 020 Anna Silver,,,,,,,,,,,,13.4,01
39,1,M,M034,P.S. 034 Franklin D. Roosevelt,0K,GEN ED,-,-,-,26.0,2.0,13.0,12.0,14.0,ATS,,01
40,1,M,M064,P.S. 064 Robert Simon,0K,CTT,-,-,-,27.0,1.0,27.0,27.0,27.0,ATS,,01
41,1,M,M034,P.S. 034 Franklin D. Roosevelt,01,GEN ED,-,-,-,16.0,1.0,16.0,16.0,16.0,ATS,,01
42,1,M,M034,P.S. 034 Franklin D. Roosevelt,01,CTT,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,,01
43,1,M,M034,P.S. 034 Franklin D. Roosevelt,02,GEN ED,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,01
44,1,M,M034,P.S. 034 Franklin D. Roosevelt,02,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
45,1,M,M034,P.S. 034 Franklin D. Roosevelt,03,GEN ED,-,-,-,15.0,1.0,15.0,15.0,15.0,ATS,,01
46,1,M,M034,P.S. 034 Franklin D. Roosevelt,03,CTT,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,,01
47,1,M,M034,P.S. 034 Franklin D. Roosevelt,04,GEN ED,-,-,-,18.0,1.0,18.0,18.0,18.0,ATS,,01
48,1,M,M034,P.S. 034 Franklin D. Roosevelt,04,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
49,1,M,M034,P.S. 034 Franklin D. Roosevelt,05,GEN ED,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
50,1,M,M034,P.S. 034 Franklin D. Roosevelt,05,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
51,1,M,M034,P.S. 034 Franklin D. Roosevelt,06,GEN ED,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,01
52,1,M,M034,P.S. 034 Franklin D. Roosevelt,06,CTT,-,-,-,27.0,1.0,27.0,27.0,27.0,ATS,,01
53,1,M,M034,P.S. 034 Franklin D. Roosevelt,07,GEN ED,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
54,1,M,M034,P.S. 034 Franklin D. Roosevelt,07,CTT,-,-,-,27.0,1.0,27.0,27.0,27.0,ATS,,01
55,1,M,M034,P.S. 034 Franklin D. Roosevelt,08,GEN ED,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
56,1,M,M034,P.S. 034 Franklin D. Roosevelt,08,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
57,1,M,M034,P.S. 034 Franklin D. Roosevelt,0K-09,SPEC ED,-,-,12:1,20.0,2.0,10.0,8.0,12.0,ATS,,01
58,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,ENGLISH,MS English Core,-,76.0,3.0,25.3,25.0,26.0,STARS,,01
59,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,MATH,MS Math Core,-,76.0,3.0,25.3,25.0,26.0,STARS,,01
60,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,SCIENCE,MS Science Core,-,76.0,3.0,25.3,25.0,26.0,STARS,,01
61,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,76.0,3.0,25.3,25.0,26.0,STARS,,01
62,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,ENGLISH,MS English Core,-,77.0,3.0,25.7,22.0,28.0,STARS,,01
63,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,MATH,MS Math Core,-,77.0,3.0,25.7,22.0,28.0,STARS,,01
64,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,SCIENCE,MS Science Core,-,77.0,3.0,25.7,22.0,28.0,STARS,,01
65,1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,77.0,3.0,25.7,22.0,28.0,STARS,,01
66,1,M,M034,P.S. 034 Franklin D. Roosevelt,,,,,,,,,,,,9.6,01
67,1,M,M063,P.S. 063 William McKinley,0K,GEN ED,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,,01
68,1,M,M063,P.S. 063 William McKinley,0K,CTT,-,-,-,15.0,1.0,15.0,15.0,15.0,ATS,,01
69,1,M,M063,P.S. 063 William McKinley,01,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
70,1,M,M063,P.S. 063 William McKinley,02,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
71,1,M,M063,P.S. 063 William McKinley,03,GEN ED,-,-,-,10.0,1.0,10.0,10.0,10.0,ATS,,01
72,1,M,M063,P.S. 063 William McKinley,03,CTT,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,,01
73,1,M,M063,P.S. 063 William McKinley,04,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,01
74,1,M,M063,P.S. 063 William McKinley,05,GEN ED,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,01
75,1,M,M063,P.S. 063 William McKinley,05,CTT,-,-,-,18.0,1.0,18.0,18.0,18.0,ATS,,01
76,1,M,M063,P.S. 063 William McKinley,0K-09,SPEC ED,-,-,12:1:1,7.0,1.0,7.0,7.0,7.0,ATS,,01
77,1,M,M063,P.S. 063 William McKinley,,,,,,,,,,,,7.6,01
78,1,M,M064,P.S. 064 Robert Simon,0K,GEN ED,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
79,1,M,M064,P.S. 064 Robert Simon,01,GEN ED,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,01
80,1,M,M064,P.S. 064 Robert Simon,01,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
81,1,M,M064,P.S. 064 Robert Simon,02,GEN ED,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
82,1,M,M064,P.S. 064 Robert Simon,02,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
83,1,M,M064,P.S. 064 Robert Simon,03,GEN ED,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,01
84,1,M,M064,P.S. 064 Robert Simon,03,CTT,-,-,-,16.0,1.0,16.0,16.0,16.0,ATS,,01
85,1,M,M064,P.S. 064 Robert Simon,04,GEN ED,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
86,1,M,M064,P.S. 064 Robert Simon,04,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
87,1,M,M064,P.S. 064 Robert Simon,05,CTT,-,-,-,51.0,2.0,25.5,25.0,26.0,ATS,,01
88,1,M,M064,P.S. 064 Robert Simon,0K-09,SPEC ED,-,-,12:1,19.0,2.0,9.5,9.0,10.0,ATS,,01
89,1,M,M064,P.S. 064 Robert Simon,,,,,,,,,,,,9.7,01
90,1,M,M110,P.S. 110 Florence Nightingale,0K,GEN ED,-,-,-,45.0,2.0,22.5,20.0,25.0,ATS,,01
91,1,M,M110,P.S. 110 Florence Nightingale,0K,CTT,-,-,-,28.0,1.0,28.0,28.0,28.0,ATS,,01
92,1,M,M110,P.S. 110 Florence Nightingale,01,GEN ED,-,-,-,45.0,2.0,22.5,22.0,23.0,ATS,,01
93,1,M,M110,P.S. 110 Florence Nightingale,01,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
94,1,M,M110,P.S. 110 Florence Nightingale,02,GEN ED,-,-,-,39.0,2.0,19.5,14.0,25.0,ATS,,01
95,1,M,M110,P.S. 110 Florence Nightingale,02,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
96,1,M,M110,P.S. 110 Florence Nightingale,03,GEN ED,-,-,-,52.0,2.0,26.0,23.0,29.0,ATS,,01
97,1,M,M110,P.S. 110 Florence Nightingale,03,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
98,1,M,M110,P.S. 110 Florence Nightingale,04,GEN ED,-,-,-,46.0,2.0,23.0,23.0,23.0,ATS,,01
99,1,M,M110,P.S. 110 Florence Nightingale,04,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
100,1,M,M110,P.S. 110 Florence Nightingale,05,GEN ED,-,-,-,28.0,1.0,28.0,28.0,28.0,ATS,,01
101,1,M,M110,P.S. 110 Florence Nightingale,05,CTT,-,-,-,27.0,1.0,27.0,27.0,27.0,ATS,,01
102,1,M,M110,P.S. 110 Florence Nightingale,0K-09,SPEC ED,-,-,12:1:1,10.0,1.0,10.0,10.0,10.0,ATS,,01
103,1,M,M110,P.S. 110 Florence Nightingale,,,,,,,,,,,,12.5,01
104,1,M,M134,P.S. 134 Henrietta Szold,0K,GEN ED,-,-,-,55.0,3.0,18.3,17.0,19.0,ATS,,01
105,1,M,M134,P.S. 134 Henrietta Szold,01,GEN ED,-,-,-,54.0,3.0,18.0,14.0,21.0,ATS,,01
106,1,M,M134,P.S. 134 Henrietta Szold,02,GEN ED,-,-,-,39.0,2.0,19.5,19.0,20.0,ATS,,01
107,1,M,M134,P.S. 134 Henrietta Szold,02,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,01
108,1,M,M134,P.S. 134 Henrietta Szold,03,GEN ED,-,-,-,54.0,3.0,18.0,15.0,22.0,ATS,,01
109,1,M,M134,P.S. 134 Henrietta Szold,04,GEN ED,-,-,-,39.0,2.0,19.5,19.0,20.0,ATS,,01
110,1,M,M134,P.S. 134 Henrietta Szold,05,GEN ED,-,-,-,55.0,2.0,27.5,25.0,30.0,ATS,,01
111,1,M,M134,P.S. 134 Henrietta Szold,0K-09,SPEC ED,-,-,12:1,27.0,3.0,9.0,7.0,12.0,ATS,,01
112,1,M,M134,P.S. 134 Henrietta Szold,,,,,,,,,,,,11.6,01
113,1,M,M137,P.S. 137 John L. Bernstein,0K,GEN ED,-,-,-,43.0,2.0,21.5,20.0,23.0,ATS,,01
114,1,M,M137,P.S. 137 John L. Bernstein,01,GEN ED,-,-,-,35.0,2.0,17.5,14.0,21.0,ATS,,01
115,1,M,M137,P.S. 137 John L. Bernstein,02,GEN ED,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
116,1,M,M137,P.S. 137 John L. Bernstein,03,GEN ED,-,-,-,33.0,2.0,16.5,15.0,18.0,ATS,,01
117,1,M,M137,P.S. 137 John L. Bernstein,04,GEN ED,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,,01
118,1,M,M137,P.S. 137 John L. Bernstein,04,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
119,1,M,M137,P.S. 137 John L. Bernstein,05,GEN ED,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,01
120,1,M,M137,P.S. 137 John L. Bernstein,0K-09,SPEC ED,-,-,12:1:1,29.0,3.0,9.7,8.0,11.0,ATS,,01
121,1,M,M137,P.S. 137 John L. Bernstein,,,,,,,,,,,,10.9,01
122,1,M,M140,P.S. 140 Nathan Straus,0K,GEN ED,-,-,-,34.0,2.0,17.0,17.0,17.0,ATS,,01
123,1,M,M140,P.S. 140 Nathan Straus,01,GEN ED,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
124,1,M,M140,P.S. 140 Nathan Straus,02,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
125,1,M,M140,P.S. 140 Nathan Straus,03,GEN ED,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
126,1,M,M140,P.S. 140 Nathan Straus,04,GEN ED,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,,01
127,1,M,M140,P.S. 140 Nathan Straus,04,CTT,-,-,-,13.0,1.0,13.0,13.0,13.0,ATS,,01
128,1,M,M140,P.S. 140 Nathan Straus,05,GEN ED,-,-,-,31.0,1.0,31.0,31.0,31.0,ATS,,01
129,1,M,M140,P.S. 140 Nathan Straus,06,GEN ED,-,-,-,32.0,1.0,32.0,32.0,32.0,ATS,,01
130,1,M,M140,P.S. 140 Nathan Straus,06,CTT,-,-,-,30.0,1.0,30.0,30.0,30.0,ATS,,01
131,1,M,M140,P.S. 140 Nathan Straus,07,GEN ED,-,-,-,55.0,2.0,27.5,27.0,28.0,ATS,,01
132,1,M,M140,P.S. 140 Nathan Straus,08,GEN ED,-,-,-,59.0,2.0,29.5,29.0,30.0,ATS,,01
133,1,M,M140,P.S. 140 Nathan Straus,0K-09,SPEC ED,-,-,12:1,6.0,1.0,6.0,6.0,6.0,ATS,,01
134,1,M,M140,P.S. 140 Nathan Straus,0K-09,SPEC ED,-,-,12:1:1,22.0,3.0,7.3,6.0,8.0,ATS,,01
135,1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,ENGLISH,MS English Core,-,145.0,5.0,29.0,27.0,32.0,STARS,,01
136,1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,MATH,MS Math Core,-,145.0,5.0,29.0,27.0,32.0,STARS,,01
137,1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,SCIENCE,MS Science Core,-,145.0,5.0,29.0,27.0,32.0,STARS,,01
138,1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,86.0,3.0,28.7,27.0,32.0,STARS,,01
139,1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,59.0,2.0,29.5,28.0,31.0,STARS,,01
140,1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,ENGLISH,MS English Core,-,30.0,1.0,30.0,30.0,30.0,STARS,,01
141,1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,MATH,MS Math Core,-,30.0,1.0,30.0,30.0,30.0,STARS,,01
142,1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,SCIENCE,MS Science Core,-,30.0,1.0,30.0,30.0,30.0,STARS,,01
143,1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,30.0,1.0,30.0,30.0,30.0,STARS,,01
144,1,M,M140,P.S. 140 Nathan Straus,,,,,,,,,,,,11.9,01
145,1,M,M142,P.S. 142 Amalia Castro,0K,GEN ED,-,-,-,42.0,2.0,21.0,19.0,23.0,ATS,,01
146,1,M,M142,P.S. 142 Amalia Castro,0K,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
147,1,M,M142,P.S. 142 Amalia Castro,01,GEN ED,-,-,-,46.0,2.0,23.0,22.0,24.0,ATS,,01
148,1,M,M142,P.S. 142 Amalia Castro,01,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
149,1,M,M142,P.S. 142 Amalia Castro,02,GEN ED,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
150,1,M,M142,P.S. 142 Amalia Castro,02,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
151,1,M,M142,P.S. 142 Amalia Castro,03,GEN ED,-,-,-,41.0,2.0,20.5,20.0,21.0,ATS,,01
152,1,M,M142,P.S. 142 Amalia Castro,03,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
153,1,M,M142,P.S. 142 Amalia Castro,04,GEN ED,-,-,-,45.0,2.0,22.5,22.0,23.0,ATS,,01
154,1,M,M142,P.S. 142 Amalia Castro,04,CTT,-,-,-,18.0,1.0,18.0,18.0,18.0,ATS,,01
155,1,M,M142,P.S. 142 Amalia Castro,05,GEN ED,-,-,-,45.0,2.0,22.5,22.0,23.0,ATS,,01
156,1,M,M142,P.S. 142 Amalia Castro,05,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
157,1,M,M142,P.S. 142 Amalia Castro,0K-09,SPEC ED,-,-,12:1,20.0,2.0,10.0,9.0,11.0,ATS,,01
158,1,M,M142,P.S. 142 Amalia Castro,0K-09,SPEC ED,-,-,12:1:1,12.0,1.0,12.0,12.0,12.0,ATS,,01
159,1,M,M142,P.S. 142 Amalia Castro,,,,,,,,,,,,12.3,01
160,1,M,M184,P.S. 184m Shuang Wen,0K,GEN ED,-,-,-,77.0,3.0,25.7,25.0,26.0,ATS,,01
161,1,M,M184,P.S. 184m Shuang Wen,0K,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
162,1,M,M184,P.S. 184m Shuang Wen,01,GEN ED,-,-,-,74.0,3.0,24.7,24.0,25.0,ATS,,01
163,1,M,M184,P.S. 184m Shuang Wen,01,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
164,1,M,M184,P.S. 184m Shuang Wen,02,GEN ED,-,-,-,74.0,3.0,24.7,24.0,25.0,ATS,,01
165,1,M,M184,P.S. 184m Shuang Wen,03,GEN ED,-,-,-,66.0,3.0,22.0,22.0,22.0,ATS,,01
166,1,M,M184,P.S. 184m Shuang Wen,04,GEN ED,-,-,-,73.0,3.0,24.3,24.0,25.0,ATS,,01
167,1,M,M184,P.S. 184m Shuang Wen,05,GEN ED,-,-,-,68.0,2.0,34.0,34.0,34.0,ATS,,01
168,1,M,M184,P.S. 184m Shuang Wen,06,GEN ED,-,-,-,57.0,2.0,28.5,28.0,29.0,ATS,,01
169,1,M,M184,P.S. 184m Shuang Wen,07,GEN ED,-,-,-,53.0,2.0,26.5,26.0,27.0,ATS,,01
170,1,M,M184,P.S. 184m Shuang Wen,08,GEN ED,-,-,-,54.0,2.0,27.0,26.0,28.0,ATS,,01
171,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,ENGLISH,MS English Core,-,164.0,6.0,27.3,26.0,29.0,STARS,,01
172,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,MATH,MS Math Core,-,121.0,5.0,24.2,11.0,29.0,STARS,,01
173,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,MATH,Integrated Algebra,-,36.0,2.0,18.0,15.0,21.0,STARS,,01
174,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SCIENCE,MS Science Core,-,137.0,5.0,27.4,26.0,29.0,STARS,,01
175,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SCIENCE,Living Environment,-,27.0,1.0,27.0,27.0,27.0,STARS,,01
176,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,138.0,5.0,27.6,26.0,29.0,STARS,,01
177,1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SOCIAL STUDIES,Participation in Government,-,26.0,1.0,26.0,26.0,26.0,STARS,,01
178,1,M,M184,P.S. 184m Shuang Wen,,,,,,,,,,,,15.5,01
179,1,M,M188,P.S. 188 The Island School,0K,GEN ED,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
180,1,M,M188,P.S. 188 The Island School,01,GEN ED,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,01
181,1,M,M188,P.S. 188 The Island School,02,GEN ED,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,01
182,1,M,M188,P.S. 188 The Island School,03,GEN ED,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
183,1,M,M188,P.S. 188 The Island School,04,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,01
184,1,M,M188,P.S. 188 The Island School,05,GEN ED,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,01
185,1,M,M188,P.S. 188 The Island School,05,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
186,1,M,M188,P.S. 188 The Island School,06,GEN ED,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,01
187,1,M,M188,P.S. 188 The Island School,06,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,01
188,1,M,M188,P.S. 188 The Island School,07,GEN ED,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
189,1,M,M188,P.S. 188 The Island School,07,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,01
190,1,M,M188,P.S. 188 The Island School,08,GEN ED,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,01
191,1,M,M188,P.S. 188 The Island School,08,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,01
192,1,M,M188,P.S. 188 The Island School,0K-09,SPEC ED,-,-,12:1:1,11.0,1.0,11.0,11.0,11.0,ATS,,01
193,1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,ENGLISH,MS English Core,-,67.0,3.0,22.3,21.0,24.0,STARS,,01
194,1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,MATH,MS Math Core,-,67.0,3.0,22.3,21.0,24.0,STARS,,01
195,1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,SCIENCE,MS Science Core,-,67.0,3.0,22.3,21.0,24.0,STARS,,01
196,1,M,M361,The Children's Workshop School,,,,,,,,,,,,11.5,01
197,1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,67.0,3.0,22.3,21.0,24.0,STARS,,01
198,1,M,M188,P.S. 188 The Island School,MS Core,CTT,ENGLISH,MS English Core,-,71.0,3.0,23.7,21.0,26.0,STARS,,01
199,1,M,M188,P.S. 188 The Island School,MS Core,CTT,MATH,MS Math Core,-,71.0,3.0,23.7,21.0,26.0,STARS,,01
200,1,M,M188,P.S. 188 The Island School,MS Core,CTT,SCIENCE,MS Science Core,-,71.0,3.0,23.7,21.0,26.0,STARS,,01
201,1,M,M188,P.S. 188 The Island School,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,71.0,3.0,23.7,21.0,26.0,STARS,,01
202,1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,ENGLISH,MS English Core,-,13.0,1.0,13.0,13.0,13.0,STARS,,01
203,1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,MATH,MS Math Core,-,13.0,1.0,13.0,13.0,13.0,STARS,,01
204,1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,SCIENCE,MS Science Core,-,13.0,1.0,13.0,13.0,13.0,STARS,,01
205,1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,13.0,1.0,13.0,13.0,13.0,STARS,,01
206,1,M,M188,P.S. 188 The Island School,,,,,,,,,,,,10.9,01
207,1,M,M292,Henry Street School for International Studies,06,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,01
